english,chinese
"Career is a"" great game"", in the long time, flighty and impetuous, eager for quick success and instant benefit always is taboo.",职场生涯是一盘“很大的棋”，在长达数十年的时间里，心浮气躁、急功近利永远是大忌。
In May 2008 the country lifted a 13-year ban on killing elephants after several years of population growth.,在2008年5月，经过大象数量几年的增长，该国解除了长达13年的大象禁杀令。
"Determination method of optimal back-pressure for optimizing operation of double back-pressure condensers in large-scale power plants has been put forward, and computation model being given.",提出了大型电站双背压凝汽器优化运行最佳背压的确定方法，并给出了计算模型。
The CPU usage is reduced when two cluster replicators are used.,使用两个集群复制器时 CPU 使用也下降了。
Abstr: Objective To explore the efficacy and safety of ziprasidone and risperidone in the treatment of schizophrenia in children and adolescents.,文章摘要： 目的探讨齐拉西酮与利培酮治疗首发儿童青少年精神分裂症患者的疗效和安全性。
"Interesting picture from Child's heart, the bright color painted China a colorful world, with the dragon, the Buddha, and Fortune.",孩子具有童趣的画面和鲜明的色彩将他们心目中的中国描绘得五彩缤纷。龙和菩萨、“福”字以及其他。
What is the name of the world governing body of softball?,垒球的世界性管理机构的名称是什么？
"""Do you remember your wedding? "" asks her 20-year-old great granddaughter Rita.",她20岁的曾孙女丽塔问她是否还记得自己的婚礼。
Actually you're on a 125th street where this is a landmark.,事实上，你现在正在第125街，这条街可是一个地标。
"Nevertheless, total demand in Europe has grown steadily and reached around 9.4 Mtpa in 2016.",然而，欧洲的总需求稳步增长，并在2016年达到约940万吨。
"Women assume that if a man loves another woman, he's also slept with her. Men assume that if a woman has slept with another man, she loves him.",女性会假定一个爱上了其他女人的男人一定会跟她睡觉，男人则会假定一个跟其他男人睡觉的女人一定是爱上了这个男人。
"The first pull-down resistance unit supplies a ground voltage to a first node, thereby determining an initial pull-down code.",所述第一下拉电阻单元向第一节 点提供地电压，由此确定初始下拉码。
"Although limited to northwestern India and some other parts, it helped India become self-sufficient in food grain by 1974.",虽然这一措施仅限于印度西北部和一些其他地方，但它仍帮助印度在1974年实现了粮食自给。
"Conclusion 3-D color images can clearly display and differentiate tissue, organ and disease, it can supply more information for clinical diagnosis.",结论CT彩色立体图像能清晰地显示及区分组织器官及病变，对诊断及临床提供更多更清晰的信息。
"In order to assure adequate stiffness, the lathe has relevant requirements for the shape, location and size of the batten wall pore.",为了保证有足够的刚度，机床对板壁孔的形状、位置和大小都提出了相应的要求。
"A: A Derby database is a group of schemas, each with its own set of tables, all of which are defined by the same data dictionary (the system tables in the SYS schema).",答： Derby/Cloudscape 数据库由一组模式构成，每个模式都有自己的表集，所有模式都用相同的数据词典（SYS 模式中的系统表）定义。
The easiest way for fund managers to match these expected longer index durations is to buy Treasuries.,基金经理要配合指数存续期延长的最简单方法是买入公债.
Perform these exercises daily for 2-5 minutes before you get out of bed.,每天在起床前用2-5分钟重复完成这些动作。
"Tai Gong replied:""In this situation, you have what is termed as a 'defeated army'.""",太公说：这样行动的军队叫做“败兵”。
The school will get all students to attend the event.,学校将安排全体学生出席是次活动。
More info: Here's Toshiba's own write-up of the W100.,附加信息：这里有东芝自己关于W100 的说明。
"But as my discourse had increased his abhorrence of the whole species, so he found it gave him a disturbance in his mind to which he was wholly a stranger before.",但是，因为我的谈话更增加它对整个“野胡”一族的厌恶，它倒觉得自己心神不宁起来，这种情况是它以前从来都不曾碰到过的。
This phenomenon results from the anxiety and helplessness caused by the competitive examinsations as well as people' s limitations in understanding of the society and nature.,这种现象的生成，既是科场激烈竞争所引发的焦虑与无奈的结果，也是明人对社会、自然整体认知局限的自白。
They turned a blind eye to the use of violence.,他们对使用暴力熟视无睹。
Boeing also performed an extensive flight-test program to validate the system's design and development.,波音公司还进行了大量的飞行试验计划，以验证系统的设计与开发。
"Hiss cough is dry, producing no phlegm.",他是干咳，没有痰。 罾。
"Asphaltenes are known to exist in crude oils as a colloidal suspension, but which had not been well characterized in the laboratory until recently.",我们知道，沥青质在原油中是以胶体悬浮液的形式存在的，但直到最近才在试验室中进行很好地描述。
Replant damaged ground as soon as possible since erosion caused by loss of ground cover can lead to flash flooding and additional landslides in the near future.,尽快重新在受损的土地上种植植被，因为地面植被受损造成侵蚀可能导致在不久的未来发生暴洪及额外的山崩。
